execution_idx,application,class,clone_seed_p,LineCoverage_value,LineCoverage_evaluations,BranchCoverage_value,BranchCoverage_evaluations,ExceptionCoverage_value,ExceptionCoverage_evaluations,WeakMutation_value,WeakMutation_evaluations,OutputCoverage_value,OutputCoverage_evaluations,MethodCoverage_value,MethodCoverage_evaluations,CBranch_value,CBranch_evaluations,current_fitness_evaluations
6,88_jopenchart,de.progra.charting.model.DefaultChartDataModelConstraints,1.0,0.5909090909090909 ,"[0.20454545454545456 ,0][0.45454545454545453 ,0][0.5 ,0][0.5454545454545454 ,0][0.5909090909090909 ,0]",0.5333333333333333 ,"[0.06666666666666667 ,0][0.26666666666666666 ,0][0.4666666666666667 ,0][0.5 ,0][0.5333333333333333 ,0]",1.0 ,"[1.0 ,0]",0.20689655172413793 ,"[0.0603448275862069 ,0][0.15517241379310345 ,0][0.1896551724137931 ,0][0.19827586206896552 ,0][0.20689655172413793 ,0]",0.09090909090909091 ,"[0.045454545454545456 ,0][0.06818181818181818 ,0][0.09090909090909091 ,0]",1.0 ,"[0.3333333333333333 ,0][1.0 ,0]",0.5333333333333333 ,"[0.06666666666666667 ,0][0.26666666666666666 ,0][0.4666666666666667 ,0][0.5 ,0][0.5333333333333333 ,0]",
6,88_jopenchart,de.progra.charting.ChartEncoder,1.0,0.41304347826086957 ,"[0.2391304347826087 ,0][0.34782608695652173 ,0][0.3695652173913043 ,0][0.391304347826087 ,0][0.41304347826086957 ,0]",0.3333333333333333 ,"[0.2222222222222222 ,0][0.3333333333333333 ,0]",1.0 ,"[1.0 ,0]",0.125 ,"[0.08333333333333333 ,0][0.125 ,0]",0.3333333333333333 ,"[0.3333333333333333 ,0]",0.5 ,"[0.3333333333333333 ,0][0.5 ,0]",0.3333333333333333 ,"[0.2222222222222222 ,0][0.3333333333333333 ,0]",
6,88_jopenchart,de.progra.charting.render.BarChartRenderer,1.0,0.6166666666666667 ,"[0.06666666666666667 ,0][0.13333333333333333 ,0][0.21666666666666667 ,0][0.31666666666666665 ,0][0.6 ,0][0.6166666666666667 ,0]",0.5625 ,"[0.0625 ,0][0.125 ,0][0.1875 ,0][0.25 ,0][0.5 ,0][0.5625 ,0]",1.0 ,"[0.3333333333333333 ,0][0.6666666666666666 ,0][1.0 ,0]",0.8928571428571429 ,"[0.03571428571428571 ,0][0.07142857142857142 ,0][0.8571428571428571 ,0][0.8928571428571429 ,0]",0,,1.0 ,"[0.3333333333333333 ,0][0.6666666666666666 ,0][1.0 ,0]",0.5625 ,"[0.0625 ,0][0.125 ,0][0.1875 ,0][0.25 ,0][0.5 ,0][0.5625 ,0]",
6,88_jopenchart,de.progra.charting.ChartUtilities,1.0,1.0 ,"[0.9904761904761905 ,0][1.0 ,0]",0.9833333333333333 ,"[0.9666666666666667 ,0][0.9833333333333333 ,0]",1.0 ,"[1.0 ,0]",0.9769911504424779 ,"[0.9451327433628318 ,0][0.968141592920354 ,0][0.9699115044247788 ,0][0.9734513274336283 ,0][0.9752212389380531 ,0][0.9769911504424779 ,0]",0.6666666666666666 ,"[0.5 ,0][0.5666666666666667 ,0][0.6 ,0][0.6333333333333333 ,0][0.6666666666666666 ,0]",1.0 ,"[1.0 ,0]",0.9833333333333333 ,"[0.95 ,0][0.9666666666666667 ,0][0.9833333333333333 ,0]",
6,88_jopenchart,de.progra.charting.model.EditableChartDataModel,1.0,1.0 ,"[0.574468085106383 ,0][0.7021276595744681 ,0][0.7872340425531915 ,0][0.8723404255319149 ,0][1.0 ,0]",1.0 ,"[0.5 ,0][0.7142857142857143 ,0][0.8571428571428571 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0.9523809523809523 ,"[0.1746031746031746 ,0][0.3968253968253968 ,0][0.6031746031746031 ,0][0.8095238095238095 ,0][0.8412698412698413 ,0][0.9523809523809523 ,0]",0,,1.0 ,"[0.6363636363636364 ,0][0.8181818181818182 ,0][0.9090909090909091 ,0][1.0 ,0]",1.0 ,"[0.5 ,0][0.7142857142857143 ,0][0.8571428571428571 ,0][1.0 ,0]",
6,89_jiggler,jigl.image.types.PowerImage,1.0,0.5384615384615384 ,"[0.15384615384615385 ,0][0.3076923076923077 ,0][0.5384615384615384 ,0]",0.5714285714285714 ,"[0.42857142857142855 ,0][0.5714285714285714 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[0.75 ,0][1.0 ,0]",0.42857142857142855 ,"[0.14285714285714285 ,0][0.2857142857142857 ,0][0.42857142857142855 ,0]",
6,89_jiggler,jigl.image.types.MagnitudeImage,1.0,0.8333333333333334 ,"[0.3333333333333333 ,0][0.75 ,0][0.8333333333333334 ,0]",1.0 ,"[0.42857142857142855 ,0][0.8571428571428571 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[0.75 ,0][1.0 ,0]",0.8571428571428571 ,"[0.2857142857142857 ,0][0.7142857142857143 ,0][0.8571428571428571 ,0]",
6,88_jopenchart,de.progra.charting.model.DefaultChartDataModel,1.0,1.0 ,"[0.7215189873417721 ,0][0.810126582278481 ,0][0.9113924050632911 ,0][0.9367088607594937 ,0][0.9493670886075949 ,0][0.9746835443037974 ,0][1.0 ,0]",1.0 ,"[0.5882352941176471 ,0][0.6764705882352942 ,0][0.8235294117647058 ,0][0.8823529411764706 ,0][0.9117647058823529 ,0][0.9411764705882353 ,0][0.9705882352941176 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0.956989247311828 ,"[0.5376344086021505 ,0][0.6666666666666666 ,0][0.7365591397849462 ,0][0.7419354838709677 ,0][0.7473118279569892 ,0][0.8118279569892473 ,0][0.8333333333333334 ,0][0.8440860215053764 ,0][0.8924731182795699 ,0][0.9139784946236559 ,0][0.956989247311828 ,0]",0.3968253968253968 ,"[0.1111111111111111 ,0][0.23809523809523808 ,0][0.2857142857142857 ,0][0.30158730158730157 ,0][0.3492063492063492 ,0][0.36507936507936506 ,0][0.38095238095238093 ,0][0.3968253968253968 ,0]",1.0 ,"[0.6 ,0][0.65 ,0][0.7 ,0][0.95 ,0][1.0 ,0]",1.0 ,"[0.5882352941176471 ,0][0.6764705882352942 ,0][0.8235294117647058 ,0][0.8823529411764706 ,0][0.9117647058823529 ,0][0.9411764705882353 ,0][0.9705882352941176 ,0][1.0 ,0]",
6,88_jopenchart,de.progra.charting.model.ObjectChartDataModel,1.0,1.0 ,"[0.7012987012987013 ,0][0.7792207792207793 ,0][0.8051948051948052 ,0][0.974025974025974 ,0][1.0 ,0]",1.0 ,"[0.5666666666666667 ,0][0.6 ,0][0.6666666666666666 ,0][0.9666666666666667 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0.9072164948453608 ,"[0.4742268041237113 ,0][0.5051546391752577 ,0][0.5670103092783505 ,0][0.7680412371134021 ,0][0.9072164948453608 ,0]",0.37777777777777777 ,"[0.13333333333333333 ,0][0.17777777777777778 ,0][0.24444444444444444 ,0][0.28888888888888886 ,0][0.3111111111111111 ,0][0.3333333333333333 ,0][0.37777777777777777 ,0]",1.0 ,"[0.8235294117647058 ,0][0.8823529411764706 ,0][0.9411764705882353 ,0][1.0 ,0]",1.0 ,"[0.5333333333333333 ,0][0.6 ,0][0.6666666666666666 ,0][0.9666666666666667 ,0][1.0 ,0]",
6,88_jopenchart,de.progra.charting.CoordSystemUtilities,1.0,0.6748768472906403 ,"[0.33004926108374383 ,0][0.39901477832512317 ,0][0.5024630541871922 ,0][0.5073891625615764 ,0][0.5763546798029556 ,0][0.6650246305418719 ,0][0.6748768472906403 ,0]",0.5108695652173914 ,"[0.2608695652173913 ,0][0.2826086956521739 ,0][0.34782608695652173 ,0][0.358695652173913 ,0][0.3804347826086957 ,0][0.41304347826086957 ,0][0.43478260869565216 ,0][0.44565217391304346 ,0][0.4673913043478261 ,0][0.5108695652173914 ,0]",1.0 ,"[1.0 ,0]",0.859073359073359 ,"[0.41312741312741313 ,0][0.47104247104247104 ,0][0.694980694980695 ,0][0.696911196911197 ,0][0.7567567567567568 ,0][0.7586872586872587 ,0][0.8166023166023166 ,0][0.8243243243243243 ,0][0.8301158301158301 ,0][0.8378378378378378 ,0][0.8397683397683398 ,0][0.8416988416988417 ,0][0.8436293436293436 ,0][0.8474903474903475 ,0][0.8571428571428571 ,0][0.859073359073359 ,0]",0.12280701754385964 ,"[0.05263157894736842 ,0][0.07017543859649122 ,0][0.10526315789473684 ,0][0.12280701754385964 ,0]",1.0 ,"[0.46153846153846156 ,0][0.6153846153846154 ,0][0.8461538461538461 ,0][0.9230769230769231 ,0][1.0 ,0]",0.5108695652173914 ,"[0.17391304347826086 ,0][0.2826086956521739 ,0][0.34782608695652173 ,0][0.358695652173913 ,0][0.3804347826086957 ,0][0.41304347826086957 ,0][0.43478260869565216 ,0][0.44565217391304346 ,0][0.4673913043478261 ,0][0.5108695652173914 ,0]",
6,88_jopenchart,de.progra.charting.render.AbstractRenderer,1.0,0.9166666666666666 ,"[0.16666666666666666 ,0][0.25 ,0][0.2916666666666667 ,0][0.7083333333333334 ,0][0.7916666666666666 ,0][0.9166666666666666 ,0]",1.0 ,"[0.2857142857142857 ,0][0.42857142857142855 ,0][0.7142857142857143 ,0][0.8571428571428571 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0.9743589743589743 ,"[0.02564102564102564 ,0][0.7435897435897436 ,0][0.8974358974358975 ,0][0.9230769230769231 ,0][0.9487179487179487 ,0][0.9743589743589743 ,0]",0.7575757575757576 ,"[0.3333333333333333 ,0][0.36363636363636365 ,0][0.5757575757575758 ,0][0.7575757575757576 ,0]",0.75 ,"[0.25 ,0][0.5 ,0][0.75 ,0]",1.0 ,"[0.2857142857142857 ,0][0.42857142857142855 ,0][0.7142857142857143 ,0][0.8571428571428571 ,0][1.0 ,0]",
6,89_jiggler,jigl.image.types.PhaseImage,1.0,0.6363636363636364 ,"[0.36363636363636365 ,0][0.6363636363636364 ,0]",0.5714285714285714 ,"[0.42857142857142855 ,0][0.5714285714285714 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[0.75 ,0][1.0 ,0]",0.42857142857142855 ,"[0.2857142857142857 ,0][0.42857142857142855 ,0]",
6,97_feudalismgame,src.Map,1.0,0,,0,,0,,0,,0,,0,,0,,
6,88_jopenchart,de.progra.charting.test.TestChart,1.0,0.6639784946236559 ,"[0.6639784946236559 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,90_dcparseargs,de.devcity.parseargs.ArgsParser,1.0,0.8588235294117647 ,"[0.5764705882352941 ,0][0.5882352941176471 ,0][0.7647058823529411 ,0][0.788235294117647 ,0][0.8117647058823529 ,0][0.8588235294117647 ,0]",0.85 ,"[0.625 ,0][0.65 ,0][0.7625 ,0][0.8125 ,0][0.825 ,0][0.8375 ,0][0.85 ,0]",1.0 ,"[1.0 ,0]",0.9541284403669725 ,"[0.6330275229357798 ,0][0.6559633027522935 ,0][0.7614678899082569 ,0][0.8119266055045872 ,0][0.9495412844036697 ,0][0.9541284403669725 ,0]",0.7931034482758621 ,"[0.4827586206896552 ,0][0.5517241379310345 ,0][0.6896551724137931 ,0][0.7241379310344828 ,0][0.7586206896551724 ,0][0.7931034482758621 ,0]",1.0 ,"[1.0 ,0]",0.85 ,"[0.625 ,0][0.65 ,0][0.7625 ,0][0.8125 ,0][0.825 ,0][0.8375 ,0][0.85 ,0]",
6,92_jcvi-javacommon,org.jcvi.jillion.trace.sff.SffFileIterator,1.0,0,,0,,0,,0,,0,,0,,0,,
6,92_jcvi-javacommon,org.jcvi.jillion.trace.sff.SffDataStoreBuilder,1.0,0.16216216216216217 ,"[0.16216216216216217 ,0]",0.1 ,"[0.1 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.15384615384615385 ,"[0.15384615384615385 ,0]",0.1 ,"[0.1 ,0]",
6,97_feudalismgame,src.XMLUpdater,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,97_feudalismgame,src.Actions,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,91_classviewer,com.jstevh.viewer.DirManager,1.0,0.8 ,"[0.8 ,0]",0.85 ,"[0.85 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.7 ,"[0.7 ,0]",1.0 ,"[1.0 ,0]",0.85 ,"[0.85 ,0]",
6,91_classviewer,com.jstevh.viewer.SAXDirParser,1.0,0.8735632183908046 ,"[0.3333333333333333 ,0][0.39080459770114945 ,0][0.4482758620689655 ,0][0.47126436781609193 ,0][0.5057471264367817 ,0][0.5402298850574713 ,0][0.7011494252873564 ,0][0.8390804597701149 ,0][0.8735632183908046 ,0]",0.8333333333333334 ,"[0.3333333333333333 ,0][0.38333333333333336 ,0][0.43333333333333335 ,0][0.45 ,0][0.5 ,0][0.5333333333333333 ,0][0.7166666666666667 ,0][0.8 ,0][0.8166666666666667 ,0][0.8333333333333334 ,0]",1.0 ,"[1.0 ,0]",0.9567307692307693 ,"[0.2692307692307692 ,0][0.34134615384615385 ,0][0.40865384615384615 ,0][0.4375 ,0][0.5817307692307693 ,0][0.6057692307692307 ,0][0.8365384615384616 ,0][0.9182692307692307 ,0][0.9230769230769231 ,0][0.9519230769230769 ,0][0.9567307692307693 ,0]",0.4230769230769231 ,"[0.34615384615384615 ,0][0.38461538461538464 ,0][0.4230769230769231 ,0]",1.0 ,"[1.0 ,0]",0.8333333333333334 ,"[0.3333333333333333 ,0][0.38333333333333336 ,0][0.43333333333333335 ,0][0.45 ,0][0.5 ,0][0.5333333333333333 ,0][0.7166666666666667 ,0][0.8 ,0][0.8166666666666667 ,0][0.8333333333333334 ,0]",
6,97_feudalismgame,src.Mercenaries,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,92_jcvi-javacommon,org.jcvi.jillion.trace.sff.SffFileDataStoreBuilder,1.0,0.7857142857142857 ,"[0.7142857142857143 ,0][0.75 ,0][0.7857142857142857 ,0]",0.8 ,"[0.7 ,0][0.75 ,0][0.8 ,0]",1.0 ,"[1.0 ,0]",0.6666666666666666 ,"[0.5 ,0][0.6666666666666666 ,0]",0.1 ,"[0.1 ,0]",1.0 ,"[1.0 ,0]",0.8 ,"[0.7 ,0][0.75 ,0][0.8 ,0]",
6,96_heal,org.heal.servlet.userreview.UserReviewBean,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[0.8387096774193549 ,0][0.967741935483871 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,88_jopenchart,de.progra.charting.model.StackedChartDataModelConstraints,1.0,0.6621621621621622 ,"[0.44594594594594594 ,0][0.4864864864864865 ,0][0.5540540540540541 ,0][0.6216216216216216 ,0][0.6351351351351351 ,0][0.6621621621621622 ,0]",0.42592592592592593 ,"[0.2222222222222222 ,0][0.25925925925925924 ,0][0.2962962962962963 ,0][0.3333333333333333 ,0][0.35185185185185186 ,0][0.42592592592592593 ,0]",1.0 ,"[1.0 ,0]",0.5749128919860628 ,"[0.27526132404181186 ,0][0.28222996515679444 ,0][0.37630662020905925 ,0][0.5261324041811847 ,0][0.5296167247386759 ,0][0.5609756097560976 ,0][0.5749128919860628 ,0]",0.045454545454545456 ,"[0.045454545454545456 ,0]",1.0 ,"[0.8333333333333334 ,0][1.0 ,0]",0.42592592592592593 ,"[0.2222222222222222 ,0][0.25925925925925924 ,0][0.2962962962962963 ,0][0.3333333333333333 ,0][0.35185185185185186 ,0][0.42592592592592593 ,0]",
6,97_feudalismgame,src.Voting,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,89_jiggler,jigl.image.types.InterpolatedGrayImage,1.0,0.6918604651162791 ,"[0.11627906976744186 ,0][0.21511627906976744 ,0][0.3081395348837209 ,0][0.38372093023255816 ,0][0.45930232558139533 ,0][0.48255813953488375 ,0][0.5232558139534884 ,0][0.6162790697674418 ,0][0.6395348837209303 ,0][0.6802325581395349 ,0][0.6918604651162791 ,0]",0.9111111111111111 ,"[0.15555555555555556 ,0][0.34444444444444444 ,0][0.4111111111111111 ,0][0.4666666666666667 ,0][0.5111111111111111 ,0][0.5666666666666667 ,0][0.8222222222222222 ,0][0.8666666666666667 ,0][0.8888888888888888 ,0][0.9 ,0][0.9111111111111111 ,0]",1.0 ,"[1.0 ,0]",0.5854214123006833 ,"[0.015945330296127564 ,0][0.09111617312072894 ,0][0.19020501138952164 ,0][0.23690205011389523 ,0][0.33940774487471526 ,0][0.3735763097949886 ,0][0.4396355353075171 ,0][0.48519362186788156 ,0][0.5375854214123007 ,0][0.5785876993166287 ,0][0.5854214123006833 ,0]",0.44 ,"[0.2 ,0][0.28 ,0][0.32 ,0][0.44 ,0]",1.0 ,"[0.5 ,0][0.7857142857142857 ,0][0.9285714285714286 ,0][1.0 ,0]",0.8888888888888888 ,"[0.1111111111111111 ,0][0.28888888888888886 ,0][0.37777777777777777 ,0][0.43333333333333335 ,0][0.4888888888888889 ,0][0.5444444444444444 ,0][0.8 ,0][0.8444444444444444 ,0][0.8666666666666667 ,0][0.8777777777777778 ,0][0.8888888888888888 ,0]",
6,98_trans-locator,Joshua.FoxHunt.TrigPoint,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,92_jcvi-javacommon,org.jcvi.jillion.trace.sff.SffWriterUtil,1.0,0.7384615384615385 ,"[0.6615384615384615 ,0][0.6923076923076923 ,0][0.7230769230769231 ,0][0.7384615384615385 ,0]",0.7777777777777778 ,"[0.6666666666666666 ,0][0.7777777777777778 ,0]",1.0 ,"[1.0 ,0]",0.7224489795918367 ,"[0.6816326530612244 ,0][0.6979591836734694 ,0][0.7224489795918367 ,0]",0.2222222222222222 ,"[0.1111111111111111 ,0][0.16666666666666666 ,0][0.2222222222222222 ,0]",0.8333333333333334 ,"[0.8333333333333334 ,0]",0.7777777777777778 ,"[0.6666666666666666 ,0][0.7777777777777778 ,0]",
6,92_jcvi-javacommon,org.jcvi.jillion.trace.sff.DefaultSffCommonHeader,1.0,0.9436619718309859 ,"[0.6338028169014085 ,0][0.8169014084507042 ,0][0.9014084507042254 ,0][0.9154929577464789 ,0][0.9295774647887324 ,0][0.9436619718309859 ,0]",0.9111111111111111 ,"[0.4 ,0][0.5555555555555556 ,0][0.7111111111111111 ,0][0.7777777777777778 ,0][0.8444444444444444 ,0][0.8666666666666667 ,0][0.9111111111111111 ,0]",1.0 ,"[0.2 ,0][1.0 ,0]",0.867579908675799 ,"[0.6757990867579908 ,0][0.771689497716895 ,0][0.821917808219178 ,0][0.8310502283105022 ,0][0.8447488584474886 ,0][0.867579908675799 ,0]",0.92 ,"[0.08 ,0][0.76 ,0][0.84 ,0][0.88 ,0][0.92 ,0]",0.5 ,"[0.2 ,0][0.5 ,0]",0.9111111111111111 ,"[0.4 ,0][0.5555555555555556 ,0][0.7111111111111111 ,0][0.7777777777777778 ,0][0.8444444444444444 ,0][0.8666666666666667 ,0][0.9111111111111111 ,0]",
6,92_jcvi-javacommon,org.jcvi.jillion.trace.sff.SffFlowgramImpl,1.0,0.19753086419753085 ,"[0.18518518518518517 ,0][0.19753086419753085 ,0]",0.17777777777777778 ,"[0.15555555555555556 ,0][0.17777777777777778 ,0]",1.0 ,"[1.0 ,0]",0.18309859154929578 ,"[0.18309859154929578 ,0]",0.05405405405405406 ,"[0.05405405405405406 ,0]",0.2 ,"[0.13333333333333333 ,0][0.2 ,0]",0.17777777777777778 ,"[0.15555555555555556 ,0][0.17777777777777778 ,0]",
6,98_trans-locator,Joshua.FoxHunt.Landmark,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,97_feudalismgame,src.SAXEncoder,1.0,1.0 ,"[0.7647058823529411 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,92_jcvi-javacommon,org.jcvi.jillion.trace.sff.LargeSffFileDataStore,1.0,0.1368421052631579 ,"[0.11578947368421053 ,0][0.1368421052631579 ,0]",0.17073170731707318 ,"[0.14634146341463414 ,0][0.17073170731707318 ,0]",1.0 ,"[1.0 ,0]",0.14814814814814814 ,"[0.1111111111111111 ,0][0.14814814814814814 ,0]",0,,0.10526315789473684 ,"[0.10526315789473684 ,0]",0.17073170731707318 ,"[0.14634146341463414 ,0][0.17073170731707318 ,0]",
6,92_jcvi-javacommon,org.jcvi.jillion.trace.sff.DefaultSFFCommonHeaderDecoder,1.0,0.175 ,"[0.175 ,0]",0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",0.10204081632653061 ,"[0.10204081632653061 ,0]",0,,1.0 ,"[1.0 ,0]",0.25 ,"[0.25 ,0]",
6,93_quickserver,org.quickserver.net.server.DataMode,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.3333333333333333 ,"[0.3333333333333333 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,89_jiggler,jigl.image.types.TiledComplexMIPMap,1.0,0.27860696517412936 ,"[0.22388059701492538 ,0][0.27860696517412936 ,0]",0.17391304347826086 ,"[0.11594202898550725 ,0][0.17391304347826086 ,0]",1.0 ,"[1.0 ,0]",0.3415384615384615 ,"[0.3292307692307692 ,0][0.3415384615384615 ,0]",0,,0.4 ,"[0.4 ,0]",0.17391304347826086 ,"[0.11594202898550725 ,0][0.17391304347826086 ,0]",
6,101_netweaver,com.sap.netweaver.porta.core.Credentials,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,92_jcvi-javacommon,org.jcvi.jillion.trace.sff.DefaultSffReadDataDecoder,1.0,1.0 ,"[0.6451612903225806 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[0.55 ,0][0.85 ,0][1.0 ,0]",0.2222222222222222 ,"[0.1111111111111111 ,0][0.2222222222222222 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,91_classviewer,com.jstevh.viewer.ClassInfo,1.0,0.9043062200956937 ,"[0.22009569377990432 ,0][0.6555023923444976 ,0][0.6889952153110048 ,0][0.7081339712918661 ,0][0.8660287081339713 ,0][0.8708133971291866 ,0][0.8899521531100478 ,0][0.9043062200956937 ,0]",0.7916666666666666 ,"[0.07738095238095238 ,0][0.08333333333333333 ,0][0.39880952380952384 ,0][0.4642857142857143 ,0][0.5 ,0][0.7083333333333334 ,0][0.7321428571428571 ,0][0.7559523809523809 ,0][0.7619047619047619 ,0][0.7678571428571429 ,0][0.7797619047619048 ,0][0.7857142857142857 ,0][0.7916666666666666 ,0]",1.0 ,"[1.0 ,0]",0.8806509945750453 ,"[0.16998191681735986 ,0][0.1717902350813743 ,0][0.5877034358047016 ,0][0.6148282097649186 ,0][0.6220614828209765 ,0][0.8173598553345389 ,0][0.8264014466546112 ,0][0.8589511754068716 ,0][0.8752260397830018 ,0][0.8788426763110307 ,0][0.8806509945750453 ,0]",0.5476190476190477 ,"[0.047619047619047616 ,0][0.07142857142857142 ,0][0.09523809523809523 ,0][0.16666666666666666 ,0][0.2857142857142857 ,0][0.42857142857142855 ,0][0.4523809523809524 ,0][0.47619047619047616 ,0][0.5 ,0][0.5238095238095238 ,0][0.5476190476190477 ,0]",1.0 ,"[0.2222222222222222 ,0][0.2777777777777778 ,0][0.4444444444444444 ,0][0.7222222222222222 ,0][1.0 ,0]",0.7797619047619048 ,"[0.07738095238095238 ,0][0.08333333333333333 ,0][0.17261904761904762 ,0][0.2976190476190476 ,0][0.44047619047619047 ,0][0.6785714285714286 ,0][0.6964285714285714 ,0][0.7202380952380952 ,0][0.7261904761904762 ,0][0.7321428571428571 ,0][0.75 ,0][0.7619047619047619 ,0][0.7678571428571429 ,0][0.7738095238095238 ,0][0.7797619047619048 ,0]",
6,101_netweaver,com.sap.netweaver.porta.core.mock.DeployResultMock,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,1.0 ,"[0.8 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
