execution_idx,application,class,clone_seed_p,LineCoverage_value,LineCoverage_evaluations,BranchCoverage_value,BranchCoverage_evaluations,ExceptionCoverage_value,ExceptionCoverage_evaluations,WeakMutation_value,WeakMutation_evaluations,OutputCoverage_value,OutputCoverage_evaluations,MethodCoverage_value,MethodCoverage_evaluations,CBranch_value,CBranch_evaluations,current_fitness_evaluations
6,83_xbus,net.sf.xbus.base.core.timeoutcall.FutureResult,1.0,0.7045454545454546 ,"[0.6818181818181818 ,0][0.7045454545454546 ,0]",0.7083333333333334 ,"[0.625 ,0][0.7083333333333334 ,0]",1.0 ,"[1.0 ,0]",0.46153846153846156 ,"[0.4461538461538462 ,0][0.46153846153846156 ,0]",0.7857142857142857 ,"[0.6428571428571429 ,0][0.7857142857142857 ,0]",1.0 ,"[1.0 ,0]",0.6666666666666666 ,"[0.625 ,0][0.6666666666666666 ,0]",
6,86_at-robots2-j,net.virtualinfinity.atrobots.arena.Velocity,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.4 ,"[0.4 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,85_shop,umd.cs.shop.JSPlanningProblem,1.0,0.3333333333333333 ,"[0.16666666666666666 ,0][0.3333333333333333 ,0]",0.3333333333333333 ,"[0.08333333333333333 ,0][0.3333333333333333 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.14285714285714285 ,"[0.14285714285714285 ,0]",0.3333333333333333 ,"[0.08333333333333333 ,0][0.3333333333333333 ,0]",
6,88_jopenchart,de.progra.charting.render.ChartRenderingHints,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,85_shop,umd.cs.shop.JSEvaluate,1.0,0.8449197860962567 ,"[0.7379679144385026 ,0][0.7540106951871658 ,0][0.7647058823529411 ,0][0.7700534759358288 ,0][0.8021390374331551 ,0][0.8074866310160428 ,0][0.8235294117647058 ,0][0.8288770053475936 ,0][0.8342245989304813 ,0][0.839572192513369 ,0][0.8449197860962567 ,0]",0.8076923076923077 ,"[0.5865384615384616 ,0][0.6153846153846154 ,0][0.625 ,0][0.6442307692307693 ,0][0.6634615384615384 ,0][0.7211538461538461 ,0][0.7307692307692307 ,0][0.7596153846153846 ,0][0.7692307692307693 ,0][0.7884615384615384 ,0][0.7980769230769231 ,0][0.8076923076923077 ,0]",1.0 ,"[1.0 ,0]",0.7138810198300283 ,"[0.6005665722379604 ,0][0.623229461756374 ,0][0.6260623229461756 ,0][0.6345609065155807 ,0][0.6373937677053825 ,0][0.6515580736543909 ,0][0.6628895184135978 ,0][0.6940509915014165 ,0][0.6997167138810199 ,0][0.7053824362606232 ,0][0.7138810198300283 ,0]",0.49830508474576274 ,"[0.4745762711864407 ,0][0.47796610169491527 ,0][0.488135593220339 ,0][0.49830508474576274 ,0]",1.0 ,"[1.0 ,0]",0.8076923076923077 ,"[0.5769230769230769 ,0][0.6153846153846154 ,0][0.625 ,0][0.6442307692307693 ,0][0.6634615384615384 ,0][0.7211538461538461 ,0][0.7307692307692307 ,0][0.7596153846153846 ,0][0.7692307692307693 ,0][0.7884615384615384 ,0][0.7980769230769231 ,0][0.8076923076923077 ,0]",
6,85_shop,umd.cs.shop.JSState,1.0,0.5125 ,"[0.3375 ,0][0.3625 ,0][0.4125 ,0][0.425 ,0][0.45 ,0][0.4875 ,0][0.5125 ,0]",0.5365853658536586 ,"[0.2682926829268293 ,0][0.2926829268292683 ,0][0.36585365853658536 ,0][0.43902439024390244 ,0][0.4878048780487805 ,0][0.5365853658536586 ,0]",1.0 ,"[1.0 ,0]",0.56 ,"[0.2857142857142857 ,0][0.3314285714285714 ,0][0.4342857142857143 ,0][0.44 ,0][0.4514285714285714 ,0][0.48 ,0][0.5485714285714286 ,0][0.56 ,0]",0.4 ,"[0.325 ,0][0.35 ,0][0.4 ,0]",0.875 ,"[0.875 ,0]",0.5121951219512195 ,"[0.24390243902439024 ,0][0.2682926829268293 ,0][0.34146341463414637 ,0][0.4146341463414634 ,0][0.4634146341463415 ,0][0.5121951219512195 ,0]",
6,85_shop,umd.cs.shop.JSPredicateForm,1.0,0.696969696969697 ,"[0.13333333333333333 ,0][0.19393939393939394 ,0][0.22424242424242424 ,0][0.24848484848484848 ,0][0.3939393939393939 ,0][0.47878787878787876 ,0][0.5151515151515151 ,0][0.5212121212121212 ,0][0.5333333333333333 ,0][0.5393939393939394 ,0][0.593939393939394 ,0][0.6181818181818182 ,0][0.6303030303030303 ,0][0.6484848484848484 ,0][0.6848484848484848 ,0][0.6909090909090909 ,0][0.696969696969697 ,0]",0.7701149425287356 ,"[0.11494252873563218 ,0][0.1724137931034483 ,0][0.20689655172413793 ,0][0.22988505747126436 ,0][0.3563218390804598 ,0][0.45977011494252873 ,0][0.5057471264367817 ,0][0.5172413793103449 ,0][0.5287356321839081 ,0][0.632183908045977 ,0][0.6666666666666666 ,0][0.7011494252873564 ,0][0.7126436781609196 ,0][0.7586206896551724 ,0][0.7701149425287356 ,0]",1.0 ,"[1.0 ,0]",0.6443768996960486 ,"[0.03951367781155015 ,0][0.0911854103343465 ,0][0.1033434650455927 ,0][0.1398176291793313 ,0][0.2857142857142857 ,0][0.3829787234042553 ,0][0.45288753799392095 ,0][0.46504559270516715 ,0][0.47720364741641336 ,0][0.48024316109422494 ,0][0.5440729483282675 ,0][0.5531914893617021 ,0][0.5653495440729484 ,0][0.601823708206687 ,0][0.6139817629179332 ,0][0.6200607902735562 ,0][0.6443768996960486 ,0]",0.41818181818181815 ,"[0.07272727272727272 ,0][0.10909090909090909 ,0][0.12727272727272726 ,0][0.23636363636363636 ,0][0.41818181818181815 ,0]",1.0 ,"[0.3333333333333333 ,0][0.5833333333333334 ,0][0.75 ,0][0.8333333333333334 ,0][1.0 ,0]",0.7701149425287356 ,"[0.11494252873563218 ,0][0.1724137931034483 ,0][0.20689655172413793 ,0][0.22988505747126436 ,0][0.3563218390804598 ,0][0.45977011494252873 ,0][0.4942528735632184 ,0][0.5057471264367817 ,0][0.5172413793103449 ,0][0.5287356321839081 ,0][0.6206896551724138 ,0][0.6551724137931034 ,0][0.6666666666666666 ,0][0.7011494252873564 ,0][0.7126436781609196 ,0][0.7586206896551724 ,0][0.7701149425287356 ,0]",
6,86_at-robots2-j,net.virtualinfinity.atrobots.arena.Explosion,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[0.8571428571428571 ,0][1.0 ,0]",0.3333333333333333 ,"[0.3333333333333333 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,85_shop,umd.cs.shop.JSListLogicalAtoms,1.0,0.826530612244898 ,"[0.35714285714285715 ,0][0.4387755102040816 ,0][0.45918367346938777 ,0][0.47959183673469385 ,0][0.5102040816326531 ,0][0.5408163265306123 ,0][0.5510204081632653 ,0][0.7755102040816326 ,0][0.7959183673469388 ,0][0.8061224489795918 ,0][0.8163265306122449 ,0][0.826530612244898 ,0]",0.7241379310344828 ,"[0.2413793103448276 ,0][0.3103448275862069 ,0][0.3620689655172414 ,0][0.3793103448275862 ,0][0.41379310344827586 ,0][0.4482758620689655 ,0][0.4827586206896552 ,0][0.6724137931034483 ,0][0.6896551724137931 ,0][0.7068965517241379 ,0][0.7241379310344828 ,0]",1.0 ,"[1.0 ,0]",0.875 ,"[0.225 ,0][0.3 ,0][0.4166666666666667 ,0][0.425 ,0][0.6 ,0][0.6166666666666667 ,0][0.7166666666666667 ,0][0.725 ,0][0.875 ,0]",0.5454545454545454 ,"[0.3333333333333333 ,0][0.3939393939393939 ,0][0.42424242424242425 ,0][0.48484848484848486 ,0][0.5454545454545454 ,0]",1.0 ,"[0.8 ,0][1.0 ,0]",0.7241379310344828 ,"[0.2413793103448276 ,0][0.3103448275862069 ,0][0.3620689655172414 ,0][0.3793103448275862 ,0][0.41379310344827586 ,0][0.4482758620689655 ,0][0.4827586206896552 ,0][0.6724137931034483 ,0][0.6896551724137931 ,0][0.7068965517241379 ,0][0.7241379310344828 ,0]",
6,86_at-robots2-j,net.virtualinfinity.atrobots.arena.Position,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.8333333333333334 ,"[0.8333333333333334 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,86_at-robots2-j,net.virtualinfinity.atrobots.arena.Scan,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.3333333333333333 ,"[0.3333333333333333 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,86_at-robots2-j,net.virtualinfinity.atrobots.arena.Heading,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.8148148148148148 ,"[0.5555555555555556 ,0][0.6666666666666666 ,0][0.8148148148148148 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[0.9333333333333333 ,0][1.0 ,0]",
6,86_at-robots2-j,net.virtualinfinity.atrobots.arena.RoundTimer,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.75 ,"[0.5 ,0][0.75 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,86_at-robots2-j,net.virtualinfinity.atrobots.arena.LinearDamageFunction,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.875 ,"[0.875 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,86_at-robots2-j,net.virtualinfinity.atrobots.arena.SimulationFrameBuffer,1.0,1.0 ,"[0.8888888888888888 ,0][1.0 ,0]",1.0 ,"[0.8333333333333334 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[0.5 ,0][1.0 ,0]",0.3333333333333333 ,"[0.3333333333333333 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[0.8333333333333334 ,0][1.0 ,0]",
6,86_at-robots2-j,net.virtualinfinity.atrobots.arena.ExplosionFunction,1.0,0.4 ,"[0.4 ,0]",0.3333333333333333 ,"[0.3333333333333333 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0,,0.3333333333333333 ,"[0.3333333333333333 ,0]",
6,86_at-robots2-j,net.virtualinfinity.atrobots.arena.TangibleArenaObject,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0,,1.0 ,"[1.0 ,0]",
6,85_shop,umd.cs.shop.JSJshop,1.0,0.4801762114537445 ,"[0.18502202643171806 ,0][0.19383259911894274 ,0][0.3524229074889868 ,0][0.3568281938325991 ,0][0.3656387665198238 ,0][0.42290748898678415 ,0][0.43171806167400884 ,0][0.44933920704845814 ,0][0.45374449339207046 ,0][0.4669603524229075 ,0][0.4713656387665198 ,0][0.47577092511013214 ,0][0.4801762114537445 ,0]",0.5964912280701754 ,"[0.14035087719298245 ,0][0.14912280701754385 ,0][0.15789473684210525 ,0][0.41228070175438597 ,0][0.4298245614035088 ,0][0.47368421052631576 ,0][0.4824561403508772 ,0][0.5 ,0][0.5350877192982456 ,0][0.543859649122807 ,0][0.5701754385964912 ,0][0.5789473684210527 ,0][0.5877192982456141 ,0][0.5964912280701754 ,0]",1.0 ,"[1.0 ,0]",0.6047619047619047 ,"[0.21904761904761905 ,0][0.24285714285714285 ,0][0.24761904761904763 ,0][0.5190476190476191 ,0][0.5333333333333333 ,0][0.5619047619047619 ,0][0.5761904761904761 ,0][0.5857142857142857 ,0][0.5952380952380952 ,0][0.6047619047619047 ,0]",0.17857142857142858 ,"[0.10714285714285714 ,0][0.16071428571428573 ,0][0.17857142857142858 ,0]",0.7894736842105263 ,"[0.5263157894736842 ,0][0.6842105263157895 ,0][0.7368421052631579 ,0][0.7894736842105263 ,0]",0.5964912280701754 ,"[0.14035087719298245 ,0][0.14912280701754385 ,0][0.15789473684210525 ,0][0.41228070175438597 ,0][0.4298245614035088 ,0][0.47368421052631576 ,0][0.4824561403508772 ,0][0.5 ,0][0.5350877192982456 ,0][0.543859649122807 ,0][0.5701754385964912 ,0][0.5789473684210527 ,0][0.5877192982456141 ,0][0.5964912280701754 ,0]",
6,87_jaw-br,jaw.gui.ProcessarEntidades,1.0,0,,0,,0,,0,,0,,0,,0,,
6,87_jaw-br,jaw.gui.GeradorGUI,1.0,0,,0.023255813953488372 ,"[0.023255813953488372 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",0,,
6,87_jaw-br,jaw.gui.templates.GerenciarModelosDeAplicacao,1.0,0,,0.04 ,"[0.04 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",0,,
6,87_jaw-br,jaw.gui.AddEntidade,1.0,0,,0,,1.0 ,"[1.0 ,0]",0,,0,,0,,0,,
6,87_jaw-br,jaw.gui.templates.CriarTemplate,1.0,0,,0.02040816326530612 ,"[0.02040816326530612 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.5 ,"[0.5 ,0]",0,,
6,87_jaw-br,jaw.gui.ConexaoBD,1.0,0,,0.02564102564102564 ,"[0.02564102564102564 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.3333333333333333 ,"[0.3333333333333333 ,0]",0,,
6,86_at-robots2-j,net.virtualinfinity.atrobots.arena.Arena,1.0,0.865979381443299 ,"[0.6494845360824743 ,0][0.6597938144329897 ,0][0.6804123711340206 ,0][0.711340206185567 ,0][0.7835051546391752 ,0][0.865979381443299 ,0]",0.8 ,"[0.5454545454545454 ,0][0.5636363636363636 ,0][0.5818181818181818 ,0][0.6363636363636364 ,0][0.8 ,0]",1.0 ,"[1.0 ,0]",0.8787878787878788 ,"[0.7424242424242424 ,0][0.7727272727272727 ,0][0.8787878787878788 ,0]",0.6666666666666666 ,"[0.4444444444444444 ,0][0.6666666666666666 ,0]",1.0 ,"[0.8666666666666667 ,0][0.9333333333333333 ,0][1.0 ,0]",0.8 ,"[0.5454545454545454 ,0][0.5636363636363636 ,0][0.5818181818181818 ,0][0.6363636363636364 ,0][0.6545454545454545 ,0][0.7454545454545455 ,0][0.8 ,0]",
6,90_dcparseargs,de.devcity.parseargs.arguments.SwitchArgument,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,90_dcparseargs,de.devcity.parseargs.arguments.Argument,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,90_dcparseargs,de.devcity.parseargs.arguments.KeyArgument,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,88_jopenchart,de.progra.charting.test.TestChartDataModel,1.0,0.9669421487603306 ,"[0.9173553719008265 ,0][0.9338842975206612 ,0][0.9669421487603306 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,88_jopenchart,de.progra.charting.Legend,1.0,0.5714285714285714 ,"[0.5714285714285714 ,0]",0.6666666666666666 ,"[0.6666666666666666 ,0]",1.0 ,"[1.0 ,0]",0.09905660377358491 ,"[0.08962264150943396 ,0][0.09433962264150944 ,0][0.09905660377358491 ,0]",0.6515151515151515 ,"[0.18181818181818182 ,0][0.42424242424242425 ,0][0.4393939393939394 ,0][0.5 ,0][0.5151515151515151 ,0][0.5303030303030303 ,0][0.6515151515151515 ,0]",0.8 ,"[0.7 ,0][0.8 ,0]",0.6666666666666666 ,"[0.5833333333333334 ,0][0.6666666666666666 ,0]",
6,85_shop,umd.cs.shop.JSTerm,1.0,0.7125 ,"[0.165625 ,0][0.275 ,0][0.390625 ,0][0.459375 ,0][0.4875 ,0][0.5375 ,0][0.559375 ,0][0.59375 ,0][0.6 ,0][0.603125 ,0][0.609375 ,0][0.615625 ,0][0.65625 ,0][0.659375 ,0][0.66875 ,0][0.675 ,0][0.678125 ,0][0.68125 ,0][0.684375 ,0][0.6875 ,0][0.709375 ,0][0.7125 ,0]",0.6979166666666666 ,"[0.13020833333333334 ,0][0.23958333333333334 ,0][0.3489583333333333 ,0][0.4322916666666667 ,0][0.4635416666666667 ,0][0.4947916666666667 ,0][0.5208333333333334 ,0][0.5520833333333334 ,0][0.5625 ,0][0.5729166666666666 ,0][0.578125 ,0][0.6458333333333334 ,0][0.6510416666666666 ,0][0.65625 ,0][0.671875 ,0][0.6770833333333334 ,0][0.6822916666666666 ,0][0.6875 ,0][0.6927083333333334 ,0][0.6979166666666666 ,0]",1.0 ,"[1.0 ,0]",0.7310924369747899 ,"[0.1323529411764706 ,0][0.19327731092436976 ,0][0.31932773109243695 ,0][0.36554621848739494 ,0][0.44537815126050423 ,0][0.4894957983193277 ,0][0.5189075630252101 ,0][0.6071428571428571 ,0][0.615546218487395 ,0][0.6428571428571429 ,0][0.6554621848739496 ,0][0.7058823529411765 ,0][0.707983193277311 ,0][0.7121848739495799 ,0][0.7142857142857143 ,0][0.7205882352941176 ,0][0.7247899159663865 ,0][0.7289915966386554 ,0][0.7310924369747899 ,0]",0.6585365853658537 ,"[0.06504065040650407 ,0][0.17073170731707318 ,0][0.3902439024390244 ,0][0.4715447154471545 ,0][0.5447154471544715 ,0][0.5772357723577236 ,0][0.6260162601626016 ,0][0.6422764227642277 ,0][0.6504065040650406 ,0][0.6585365853658537 ,0]",1.0 ,"[0.6190476190476191 ,0][0.8571428571428571 ,0][0.9523809523809523 ,0][1.0 ,0]",0.6875 ,"[0.11979166666666667 ,0][0.22916666666666666 ,0][0.328125 ,0][0.40625 ,0][0.4375 ,0][0.4635416666666667 ,0][0.515625 ,0][0.546875 ,0][0.5572916666666666 ,0][0.5625 ,0][0.5729166666666666 ,0][0.578125 ,0][0.6458333333333334 ,0][0.6510416666666666 ,0][0.65625 ,0][0.671875 ,0][0.6770833333333334 ,0][0.6822916666666666 ,0][0.6875 ,0]",
6,88_jopenchart,de.progra.charting.Title,1.0,1.0 ,"[0.896551724137931 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[0.3333333333333333 ,0][1.0 ,0]",0.625 ,"[0.4375 ,0][0.46875 ,0][0.5 ,0][0.625 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
6,88_jopenchart,de.progra.charting.swing.ChartPanel,1.0,0,,0.1 ,"[0.1 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.10526315789473684 ,"[0.10526315789473684 ,0]",0,,
6,88_jopenchart,de.progra.charting.render.shape.Diamond2D,1.0,0.9 ,"[0.8333333333333334 ,0][0.9 ,0]",0.9545454545454546 ,"[0.8181818181818182 ,0][0.9545454545454546 ,0]",1.0 ,"[1.0 ,0]",0.7979274611398963 ,"[0.6528497409326425 ,0][0.6580310880829016 ,0][0.7979274611398963 ,0]",0.5932203389830508 ,"[0.5932203389830508 ,0]",1.0 ,"[1.0 ,0]",0.9545454545454546 ,"[0.8181818181818182 ,0][0.9545454545454546 ,0]",
6,88_jopenchart,de.progra.charting.render.PieChartRenderer,1.0,0.1282051282051282 ,"[0.1282051282051282 ,0]",0.14285714285714285 ,"[0.14285714285714285 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.6666666666666666 ,"[0.6666666666666666 ,0]",0.14285714285714285 ,"[0.14285714285714285 ,0]",
6,88_jopenchart,de.progra.charting.render.PlotChartRenderer,1.0,0.23076923076923078 ,"[0.11538461538461539 ,0][0.23076923076923078 ,0]",0.09090909090909091 ,"[0.09090909090909091 ,0]",1.0 ,"[0.5 ,0][1.0 ,0]",0.01282051282051282 ,"[0.01282051282051282 ,0]",0,,0.5 ,"[0.5 ,0]",0.09090909090909091 ,"[0.09090909090909091 ,0]",
6,88_jopenchart,de.progra.charting.render.RadarChartRenderer,1.0,0.08928571428571429 ,"[0.05357142857142857 ,0][0.08928571428571429 ,0]",0.09090909090909091 ,"[0.045454545454545456 ,0][0.09090909090909091 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.6666666666666666 ,"[0.3333333333333333 ,0][0.6666666666666666 ,0]",0.09090909090909091 ,"[0.045454545454545456 ,0][0.09090909090909091 ,0]",
6,88_jopenchart,de.progra.charting.render.AbstractChartRenderer,1.0,0.90625 ,"[0.15625 ,0][0.28125 ,0][0.625 ,0][0.8125 ,0][0.90625 ,0]",0.9375 ,"[0.1875 ,0][0.375 ,0][0.75 ,0][0.9375 ,0]",1.0 ,"[1.0 ,0]",0.75 ,"[0.125 ,0][0.5416666666666666 ,0][0.625 ,0][0.6666666666666666 ,0][0.75 ,0]",0.6236559139784946 ,"[0.03225806451612903 ,0][0.053763440860215055 ,0][0.13978494623655913 ,0][0.15053763440860216 ,0][0.16129032258064516 ,0][0.23655913978494625 ,0][0.24731182795698925 ,0][0.26881720430107525 ,0][0.27956989247311825 ,0][0.40860215053763443 ,0][0.41935483870967744 ,0][0.45161290322580644 ,0][0.5053763440860215 ,0][0.6129032258064516 ,0][0.6236559139784946 ,0]",0.9285714285714286 ,"[0.07142857142857142 ,0][0.2857142857142857 ,0][0.6428571428571429 ,0][0.9285714285714286 ,0]",0.9375 ,"[0.125 ,0][0.3125 ,0][0.6875 ,0][0.9375 ,0]",
6,88_jopenchart,de.progra.charting.Axis,1.0,1.0 ,"[0.7619047619047619 ,0][0.8571428571428571 ,0][1.0 ,0]",1.0 ,"[0.6363636363636364 ,0][0.9090909090909091 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0.9294117647058824 ,"[0.611764705882353 ,0][0.6352941176470588 ,0][0.8823529411764706 ,0][0.9294117647058824 ,0]",0.8333333333333334 ,"[0.75 ,0][0.8333333333333334 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[0.6363636363636364 ,0][0.9090909090909091 ,0][1.0 ,0]",
6,88_jopenchart,de.progra.charting.render.InterpolationChartRenderer,1.0,0.13513513513513514 ,"[0.05405405405405406 ,0][0.13513513513513514 ,0]",0.058823529411764705 ,"[0.058823529411764705 ,0]",1.0 ,"[0.5 ,0][1.0 ,0]",0.00980392156862745 ,"[0.00980392156862745 ,0]",0,,0.5 ,"[0.5 ,0]",0.058823529411764705 ,"[0.058823529411764705 ,0]",
6,88_jopenchart,de.progra.charting.render.shape.Triangle2D,1.0,0.8461538461538461 ,"[0.7948717948717948 ,0][0.8461538461538461 ,0]",0.9166666666666666 ,"[0.7916666666666666 ,0][0.9166666666666666 ,0]",1.0 ,"[1.0 ,0]",0.7237354085603113 ,"[0.5992217898832685 ,0][0.603112840466926 ,0][0.7237354085603113 ,0]",0.5932203389830508 ,"[0.559322033898305 ,0][0.5932203389830508 ,0]",1.0 ,"[1.0 ,0]",0.9166666666666666 ,"[0.7916666666666666 ,0][0.9166666666666666 ,0]",
6,88_jopenchart,de.progra.charting.model.JDBCPlotter,1.0,0.07462686567164178 ,"[0.07462686567164178 ,0]",0.03125 ,"[0.03125 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.14285714285714285 ,"[0.14285714285714285 ,0]",0.03125 ,"[0.03125 ,0]",
6,88_jopenchart,de.progra.charting.AbstractChart,1.0,0.9696969696969697 ,"[0.5757575757575758 ,0][0.6363636363636364 ,0][0.7878787878787878 ,0][0.9090909090909091 ,0][0.9696969696969697 ,0]",0.95 ,"[0.55 ,0][0.65 ,0][0.8 ,0][0.9 ,0][0.95 ,0]",1.0 ,"[0.3333333333333333 ,0][0.4444444444444444 ,0][0.6666666666666666 ,0][1.0 ,0]",1.0 ,"[0.5294117647058824 ,0][0.5882352941176471 ,0][1.0 ,0]",0.43243243243243246 ,"[0.04054054054054054 ,0][0.0945945945945946 ,0][0.20270270270270271 ,0][0.22972972972972974 ,0][0.25675675675675674 ,0][0.2702702702702703 ,0][0.4189189189189189 ,0][0.43243243243243246 ,0]",0.9444444444444444 ,"[0.3333333333333333 ,0][0.4444444444444444 ,0][0.6666666666666666 ,0][0.8333333333333334 ,0][0.8888888888888888 ,0][0.9444444444444444 ,0]",0.95 ,"[0.55 ,0][0.65 ,0][0.8 ,0][0.85 ,0][0.9 ,0][0.95 ,0]",
6,88_jopenchart,de.progra.charting.render.RowColorModel,1.0,1.0 ,"[0.8275862068965517 ,0][0.9310344827586207 ,0][1.0 ,0]",1.0 ,"[0.6666666666666666 ,0][0.7333333333333333 ,0][0.8666666666666667 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[0.8666666666666667 ,0][0.8833333333333333 ,0][0.9 ,0][0.9833333333333333 ,0][1.0 ,0]",0.5 ,"[0.24193548387096775 ,0][0.3387096774193548 ,0][0.3548387096774194 ,0][0.43548387096774194 ,0][0.4838709677419355 ,0][0.5 ,0]",1.0 ,"[0.875 ,0][1.0 ,0]",1.0 ,"[0.6666666666666666 ,0][0.7333333333333333 ,0][0.8666666666666667 ,0][1.0 ,0]",
6,88_jopenchart,de.progra.charting.render.StackedBarChartRenderer,1.0,0.7301587301587301 ,"[0.30158730158730157 ,0][0.6984126984126984 ,0][0.7142857142857143 ,0][0.7301587301587301 ,0]",0.7222222222222222 ,"[0.3888888888888889 ,0][0.6111111111111112 ,0][0.6666666666666666 ,0][0.7222222222222222 ,0]",1.0 ,"[1.0 ,0]",0.8478260869565217 ,"[0.8260869565217391 ,0][0.8478260869565217 ,0]",0,,1.0 ,"[1.0 ,0]",0.7222222222222222 ,"[0.3888888888888889 ,0][0.6111111111111112 ,0][0.6666666666666666 ,0][0.7222222222222222 ,0]",
6,88_jopenchart,de.progra.charting.model.FunctionPlotter,1.0,0.14285714285714285 ,"[0.14285714285714285 ,0]",0.14285714285714285 ,"[0.14285714285714285 ,0]",1.0 ,"[1.0 ,0]",0.12643678160919541 ,"[0.12643678160919541 ,0]",0,,0.5 ,"[0.5 ,0]",0.14285714285714285 ,"[0.14285714285714285 ,0]",
6,92_jcvi-javacommon,org.jcvi.jillion.trace.sff.SffDecoderException,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
